(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;2.5],(1.5;inf),(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(-inf;1.5],(1.5;inf),2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(-inf;2.5],(1.5;inf),(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
(-inf;2.5],(-inf;1.5],(-inf;1.5],(-inf;1.5],(1.5;2.5],(2.5;6.5],(-inf;1.5],(-inf;1.5],2
